"borough","neighborhood","building_class_category","block","lot","commercial_units","total_units","gross_square_feet","year_built","sale_price","sale_date","latitude","longitude","community_board"
"1","WASHINGTON HEIGHTS UPPER","08 RENTALS - ELEVATOR APARTMENTS","2175","100","1","42","41,000","1920","0","2025-08-27T00:00:00.000","40.862669","-73.928479","112"
"1","CHELSEA","21 OFFICE BUILDINGS","800","23","7","7","35,600","1904","3250000","2025-08-27T00:00:00.000","40.743976","-73.993266","104"
"1","FASHION","21 OFFICE BUILDINGS","805","17","42","42","58,292","1912","0","2025-08-27T00:00:00.000","40.747206","-73.991342","105"
"1","FASHION","21 OFFICE BUILDINGS","805","17","42","42","58,292","1912","0","2025-08-27T00:00:00.000","40.747206","-73.991342","105"
"2","MELROSE/CONCOURSE","08 RENTALS - ELEVATOR APARTMENTS","2471","15","4","31","31,353","1928","0","2025-08-27T00:00:00.000","40.830691","-73.922027","204"
"2","PELHAM GARDENS","22 STORE BUILDINGS","4481","15","1","1","6,055","1950","0","2025-08-27T00:00:00.000","40.862988","-73.843418","211"
"3","PARK SLOPE SOUTH","47 CONDO NON-BUSINESS STORAGE","1034","1255","1","1",,,"1571160","2025-08-27T00:00:00.000","40.667501","-73.989838","306"
"3","BEDFORD STUYVESANT","44 CONDO PARKING","1840","1101","1","1",,"2021","421250","2025-08-27T00:00:00.000","40.682619","-73.943754","303"
"3","WILLIAMSBURG-SOUTH","28 COMMERCIAL CONDOS","2134","1427","1","1",,"2023","1765969","2025-08-27T00:00:00.000","40.707373","-73.968411","301"
"3","GREENPOINT","44 CONDO PARKING","2573","1022","1","1",,"2022","2350000","2025-08-27T00:00:00.000","40.727926","-73.953923","301"
"3","BOERUM HILL","44 CONDO PARKING","280","1014","1","1",,"1916","10","2025-08-27T00:00:00.000","40.687864","-73.991584","302"
"3","COBBLE HILL","44 CONDO PARKING","286","1152","1","1",,"1957","195000","2025-08-27T00:00:00.000","40.689229","-73.993362","306"
"3","OCEAN PARKWAY-SOUTH","44 CONDO PARKING","7232","1029","1","1",,"2007","0","2025-08-27T00:00:00.000","40.5858","-73.974006","313"
"4","WOODSIDE","02 TWO FAMILY DWELLINGS","1207","52","1","3","3,220","1920","0","2025-08-27T00:00:00.000","40.749638","-73.908544","402"
"4","FLUSHING-NORTH","44 CONDO PARKING","5066","2355","1","1",,"2020","65910","2025-08-27T00:00:00.000","40.755575","-73.836625","407"
"1","MIDTOWN WEST","45 CONDO HOTELS","1260","1101","1","1",,"2008","54735750","2025-08-28T00:00:00.000","40.756241","-73.98148","105"
"1","MIDTOWN WEST","45 CONDO HOTELS","1260","1102","1","1",,"2008","54735750","2025-08-28T00:00:00.000","40.756241","-73.98148","105"
"1","MIDTOWN WEST","46 CONDO STORE BUILDINGS","1260","1103","1","1",,"2008","54735750","2025-08-28T00:00:00.000","40.756241","-73.98148","105"
"1","MIDTOWN CBD","28 COMMERCIAL CONDOS","1309","1302","1","1",,"1964","18146661","2025-08-28T00:00:00.000","40.75903","-73.970321","106"
"1","MIDTOWN CBD","28 COMMERCIAL CONDOS","1309","1304","1","1",,"1964","18146661","2025-08-28T00:00:00.000","40.75903","-73.970321","106"
"1","MIDTOWN CBD","28 COMMERCIAL CONDOS","1309","1305","1","1",,"1964","18146661","2025-08-28T00:00:00.000","40.75903","-73.970321","106"
"1","MIDTOWN CBD","28 COMMERCIAL CONDOS","1309","1306","1","1",,"1964","18146661","2025-08-28T00:00:00.000","40.75903","-73.970321","106"
"1","UPPER EAST SIDE (79-96)","21 OFFICE BUILDINGS","1508","45","1","1","12,800","1920","10000","2025-08-28T00:00:00.000","40.775335","-73.957692","108"
"1","TRIBECA","44 CONDO PARKING","215","1421","1","1",,,"4400000","2025-08-28T00:00:00.000","40.721647","-74.008298","101"
"1","ALPHABET CITY","21 OFFICE BUILDINGS","376","62","5","5","6,970","1910","3550000","2025-08-28T00:00:00.000","40.723419","-73.979054","103"
"1","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","419","66","2","30","21,648","1900","13500000","2025-08-28T00:00:00.000","40.718996","-73.991544","103"
"1","LOWER EAST SIDE","47 CONDO NON-BUSINESS STORAGE","426","1120","1","1",,"2020","2300000","2025-08-28T00:00:00.000","40.722048","-73.99184","103"
"1","FINANCIAL","43 CONDO OFFICE BUILDINGS","55","1026","1","1",,"1921","7700000","2025-08-28T00:00:00.000","40.708359","-74.014817","101"
"1","FINANCIAL","43 CONDO OFFICE BUILDINGS","55","1032","1","1",,"1921","7700000","2025-08-28T00:00:00.000","40.708359","-74.014817","101"
"1","GREENWICH VILLAGE-CENTRAL","46 CONDO STORE BUILDINGS","558","1001","1","1",,"1985","0","2025-08-28T00:00:00.000","40.733224","-73.989175","103"
"2","MOTT HAVEN/PORT MORRIS","07 RENTALS - WALKUP APARTMENTS","2301","23","1","19","11,550","1905","2884164","2025-08-28T00:00:00.000","40.810032","-73.923019","201"
"2","MOUNT HOPE/MOUNT EDEN","05 TAX CLASS 1 VACANT LAND","2820","51","1","62","0","2025","0","2025-08-28T00:00:00.000","40.841889","-73.909574","204"
"2","MOUNT HOPE/MOUNT EDEN","05 TAX CLASS 1 VACANT LAND","2820","52","1","62","0","2025","0","2025-08-28T00:00:00.000","40.841749","-73.909538","204"
"2","FORDHAM","07 RENTALS - WALKUP APARTMENTS","3164","46","6","27","21,176","1915","3800000","2025-08-28T00:00:00.000","40.858999","-73.899035","205"
"2","KINGSBRIDGE/JEROME PARK","29 COMMERCIAL GARAGES","3257","119","1","1","480","1930","95000","2025-08-28T00:00:00.000","40.877991","-73.901056","208"
"2","PELHAM GARDENS","22 STORE BUILDINGS","4481","15","1","1","6,055","1950","5080000","2025-08-28T00:00:00.000","40.862988","-73.843418","211"
"2","RIVERDALE","44 CONDO PARKING","5723","1099","1","1",,"1986","649900","2025-08-28T00:00:00.000","40.877629","-73.91905","208"
"2","RIVERDALE","44 CONDO PARKING","5723","1142","1","1",,"1986","649900","2025-08-28T00:00:00.000","40.877629","-73.91905","208"
"3","PARK SLOPE SOUTH","14 RENTALS - 4-10 UNIT","1012","1","1","5","3,900","1899","2800000","2025-08-28T00:00:00.000","40.667215","-73.983959","306"
"3","PARK SLOPE SOUTH","47 CONDO NON-BUSINESS STORAGE","1034","1264","1","1",,"2023","995000","2025-08-28T00:00:00.000","40.667501","-73.989838","306"
"3","FLATBUSH-NORTH","44 CONDO PARKING","1333","1032","1","1",,"1999","3400","2025-08-28T00:00:00.000","40.662099","-73.942254","309"
"3","GREENPOINT","02 TWO FAMILY DWELLINGS","2550","8","1","3","3,335","1931","0","2025-08-28T00:00:00.000","40.731356","-73.957132","301"
"3","BOROUGH PARK","02 TWO FAMILY DWELLINGS","5626","43","1","3","3,240","1910","1840000","2025-08-28T00:00:00.000","40.639227","-73.996368","312"
"3","BAY RIDGE","02 TWO FAMILY DWELLINGS","5872","50","1","3","4,796","1935","0","2025-08-28T00:00:00.000","40.634345","-74.023642","310"
"3","SHEEPSHEAD BAY","22 STORE BUILDINGS","7410","156","3","3","6,200","1953","2000000","2025-08-28T00:00:00.000","40.596439","-73.933363","315"
"3","SHEEPSHEAD BAY","22 STORE BUILDINGS","7462","59","1","5","13,149","1927","5995000","2025-08-28T00:00:00.000","40.586712","-73.952486","315"
"3","OLD MILL BASIN","02 TWO FAMILY DWELLINGS","7880","4","1","3","2,925","1931","950000","2025-08-28T00:00:00.000","40.619271","-73.921831","318"
"3","CANARSIE","32 HOSPITAL AND HEALTH FACILITIES","8235","342","2","2","33,350","1961","11400000","2025-08-28T00:00:00.000","40.648473","-73.892049","318"
"3","SHEEPSHEAD BAY","47 CONDO NON-BUSINESS STORAGE","8815","1237","1","1",,"2009","6000","2025-08-28T00:00:00.000","40.583868","-73.939413","315"
"3","PARK SLOPE","14 RENTALS - 4-10 UNIT","941","10","2","5","4,132","1921","3200000","2025-08-28T00:00:00.000","40.679626","-73.978274","306"
"4","QUEENS VILLAGE","22 STORE BUILDINGS","11151","16","2","2","2,185","1925","1175000","2025-08-28T00:00:00.000","40.709944","-73.737627","413"
"4","QUEENS VILLAGE","22 STORE BUILDINGS","11151","18","1","2","2,242","1925","1175000","2025-08-28T00:00:00.000","40.709941","-73.737627","413"
"4","QUEENS VILLAGE","22 STORE BUILDINGS","11151","19","1","2","2,360","1925","1175000","2025-08-28T00:00:00.000","40.709941","-73.737627","413"
"4","SOUTH OZONE PARK","02 TWO FAMILY DWELLINGS","11606","35","1","3","2,480","1925","705000","2025-08-28T00:00:00.000","40.682167","-73.815507","410"
"4","ELMHURST","02 TWO FAMILY DWELLINGS","1485","12","1","3","3,000","1970","0","2025-08-28T00:00:00.000","40.745895","-73.891234","404"
"4","ELMHURST","02 TWO FAMILY DWELLINGS","1485","13","1","3","2,736","1970","0","2025-08-28T00:00:00.000","40.745934","-73.891241","404"
"4","CORONA","44 CONDO PARKING","1612","1001","1","1",,"1989","0","2025-08-28T00:00:00.000","40.745742","-73.86765","404"
"4","LONG ISLAND CITY","21 OFFICE BUILDINGS","360","7","1","1","29,794","2002","4868750","2025-08-28T00:00:00.000","40.759554","-73.941924","401"
"4","FLUSHING-NORTH","44 CONDO PARKING","5066","2367","1","1",,"2020","96330","2025-08-28T00:00:00.000","40.755575","-73.836625","407"
"4","LONG ISLAND CITY","44 CONDO PARKING","54","1026","1","1",,"2016","95000","2025-08-28T00:00:00.000","40.746929","-73.949225","402"
"4","LONG ISLAND CITY","44 CONDO PARKING","54","1029","1","1",,"2016","116610","2025-08-28T00:00:00.000","40.746929","-73.949225","402"
"4","ASTORIA","28 COMMERCIAL CONDOS","572","1301","1","1",,"2001","0","2025-08-28T00:00:00.000","40.769155","-73.92624","401"
"4","ASTORIA","28 COMMERCIAL CONDOS","572","1302","1","1",,"2001","0","2025-08-28T00:00:00.000","40.769155","-73.92624","401"
"4","ASTORIA","44 CONDO PARKING","578","1014","1","1",,"2022","926608","2025-08-28T00:00:00.000","40.765641","-73.926219","401"
"4","ASTORIA","44 CONDO PARKING","578","1015","1","1",,"2022","926608","2025-08-28T00:00:00.000","40.765641","-73.926219","401"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","578","1021","1","1",,"2022","725000","2025-08-28T00:00:00.000","40.765641","-73.926219","401"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","578","1023","1","1",,"2022","926608","2025-08-28T00:00:00.000","40.765641","-73.926219","401"
"4","OAKLAND GARDENS","44 CONDO PARKING","7621","1348","1","1",,,"765000","2025-08-28T00:00:00.000","40.746901","-73.757335","411"
"4","WOODHAVEN","22 STORE BUILDINGS","8980","32","1","1","6,200","1931","1538000","2025-08-28T00:00:00.000","40.686267","-73.855501","409"
"1","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","1728","45","1","1","3,825","1910","1750000","2025-08-29T00:00:00.000","40.810498","-73.9402","110"
"1","CHINATOWN","43 CONDO OFFICE BUILDINGS","279","1121","1","1",,"1991","350000","2025-08-29T00:00:00.000","40.71343","-73.997533","103"
"2","WESTCHESTER","14 RENTALS - 4-10 UNIT","3997","45","2","6","2,310","1931","0","2025-08-29T00:00:00.000","40.84268","-73.851435","210"
"2","RIVERDALE","22 STORE BUILDINGS","5791","406","3","3","2,772","1949","1225000","2025-08-29T00:00:00.000","40.886057","-73.907001","208"
"3","CROWN HEIGHTS","21 OFFICE BUILDINGS","1134","81","1","1","31,145","1930","0","2025-08-29T00:00:00.000","40.678011","-73.957523","308"
"3","BOERUM HILL","08 RENTALS - ELEVATOR APARTMENTS","181","31","1","61","49,997","2013","0","2025-08-29T00:00:00.000","40.688158","-73.990012","302"
"3","GREENPOINT","30 WAREHOUSES","2694","6","1","1","3,125","1992","1600000","2025-08-29T00:00:00.000","40.726365","-73.936447","301"
"3","EAST NEW YORK","22 STORE BUILDINGS","4212","43","1","1","956","1925","780000","2025-08-29T00:00:00.000","40.675218","-73.873262","305"
"3","DYKER HEIGHTS","02 TWO FAMILY DWELLINGS","5945","12","1","3","3,540","1899","0","2025-08-29T00:00:00.000","40.625412","-74.015901","310"
"3","BAY RIDGE","02 TWO FAMILY DWELLINGS","5959","49","1","3","2,970","1931","1575000","2025-08-29T00:00:00.000","40.629801","-74.028483","310"
"3","GRAVESEND","02 TWO FAMILY DWELLINGS","6599","9","1","3","3,480","1931","0","2025-08-29T00:00:00.000","40.610507","-73.981254","311"
"3","OCEAN PARKWAY-SOUTH","21 OFFICE BUILDINGS","7136","23","1","1","4,217","1940","5112113","2025-08-29T00:00:00.000","40.597217","-73.961117","315"
"3","SUNSET PARK","14 RENTALS - 4-10 UNIT","801","45","2","7","4,860","1909","4200000","2025-08-29T00:00:00.000","40.641725","-74.006677","307"
"3","CANARSIE","01 ONE FAMILY DWELLINGS","8203","49","1","2","1,680","1925","0","2025-08-29T00:00:00.000","40.642743","-73.902068","318"
"4","FOREST HILLS","44 CONDO PARKING","3345","1120","1","1",,"2023","1285000","2025-08-29T00:00:00.000","40.713554","-73.834217","406"
"4","ASTORIA","44 CONDO PARKING","578","1017","1","1",,"2022","815000","2025-08-29T00:00:00.000","40.765641","-73.926219","401"
"4","ASTORIA","47 CONDO NON-BUSINESS STORAGE","578","1020","1","1",,"2022","815000","2025-08-29T00:00:00.000","40.765641","-73.926219","401"
"4","LITTLE NECK","02 TWO FAMILY DWELLINGS","8229","3","1","3","2,210","1928","0","2025-08-29T00:00:00.000","40.769875","-73.736131","411"
"4","RICHMOND HILL","37 RELIGIOUS FACILITIES","9613","30","1","1","7,475","2006","1100000","2025-08-29T00:00:00.000","40.687643","-73.810678","410"
"1","FLATIRON","14 RENTALS - 4-10 UNIT","823","70","1","4","7,654","1915","0","2025-08-31T00:00:00.000","40.741549","-73.991682","105"
"2","RIVERDALE","44 CONDO PARKING","5723","1083","1","1",,"1986","0","2025-08-31T00:00:00.000","40.877629","-73.91905","208"
"4","LITTLE NECK","02 TWO FAMILY DWELLINGS","8132","55","1","3","2,026","1955","0","2025-08-31T00:00:00.000","40.770807","-73.735394","411"
"4","CORONA","14 RENTALS - 4-10 UNIT","1944","115","1","4","3,148","1920","0","2025-09-01T00:00:00.000","40.741478","-73.855093","404"
"1","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","1726","35","1","1","5,000","1910","881000","2025-09-02T00:00:00.000","40.808564","-73.940704","110"
"2","WILLIAMSBRIDGE","14 RENTALS - 4-10 UNIT","4662","27","1","6","4,533","1928","0","2025-09-02T00:00:00.000","40.879672","-73.864429","212"
"3","CROWN HEIGHTS","14 RENTALS - 4-10 UNIT","1349","10","1","6","4,236","1910","1375000","2025-09-02T00:00:00.000","40.675646","-73.930461","308"
"3","WILLIAMSBURG-EAST","41 TAX CLASS 4 - OTHER","3100","22","4","4","87,902",,"0","2025-09-02T00:00:00.000","40.704393","-73.936266","301"
"3","BAY RIDGE","44 CONDO PARKING","6118","1010","1","1",,,"75000","2025-09-02T00:00:00.000","40.615437","-74.03063","310"
"3","CANARSIE","30 WAREHOUSES","8132","16","1","1","27,135","1952","0","2025-09-02T00:00:00.000","40.650266","-73.905214","318"
"3","CANARSIE","27 FACTORIES","8132","64","1","1","2,592","1930","0","2025-09-02T00:00:00.000","40.649933","-73.903647","318"
"3","CANARSIE","27 FACTORIES","8133","11","1","1","19,387","1930","0","2025-09-02T00:00:00.000","40.649988","-73.903679","318"
"4","ELMHURST","44 CONDO PARKING","1839","1015","1","1",,"2008","740000","2025-09-02T00:00:00.000","40.737964","-73.873518","404"
"4","ELMHURST","44 CONDO PARKING","1839","1016","1","1",,"2008","740000","2025-09-02T00:00:00.000","40.737964","-73.873518","404"
"4","LONG ISLAND CITY","27 FACTORIES","351","9","1","1","3,250","1941","721175","2025-09-02T00:00:00.000","40.760368","-73.939407","401"
"4","COLLEGE POINT","01 ONE FAMILY DWELLINGS","4134","1","2","3","3,124","1925","0","2025-09-02T00:00:00.000","40.782956","-73.840425","407"
"4","FLUSHING-NORTH","43 CONDO OFFICE BUILDINGS","4977","1232","1","1",,,"710000","2025-09-02T00:00:00.000","40.762569","-73.831713","407"
"5","BULLS HEAD","21 OFFICE BUILDINGS","2070","6","1","2","1,512","1988","471880","2025-09-02T00:00:00.000","40.605204","-74.162215","502"
"1","UPPER EAST SIDE (59-79)","37 RELIGIOUS FACILITIES","1416","127","1","1","7,178","1910","9700000","2025-09-03T00:00:00.000","40.762958","-73.964114","108"
"1","CHELSEA","46 CONDO STORE BUILDINGS","721","1068","1","1",,,"900000","2025-09-03T00:00:00.000","40.747407","-74.001483","104"
"2","BRONXDALE","22 STORE BUILDINGS","4509","65","2","2","6,560","1926","0","2025-09-03T00:00:00.000","40.865447","-73.866884","211"
"2","WILLIAMSBRIDGE","14 RENTALS - 4-10 UNIT","4662","28","1","4","2,835","1927","0","2025-09-03T00:00:00.000","40.879689","-73.864494","212"
"2","THROGS NECK","21 OFFICE BUILDINGS","5576","22","1","1","836","1953","439999","2025-09-03T00:00:00.000","40.821391","-73.818629","210"
"3","PARK SLOPE SOUTH","47 CONDO NON-BUSINESS STORAGE","1034","1254","1","1",,"2023","1547740","2025-09-03T00:00:00.000","40.667501","-73.989838","306"
"3","WILLIAMSBURG-EAST","44 CONDO PARKING","2773","1245","1","1",,"1931","1585060","2025-09-03T00:00:00.000","40.711734","-73.950904","301"
"3","BUSHWICK","02 TWO FAMILY DWELLINGS","3159","15","1","3","3,080","1931","0","2025-09-03T00:00:00.000","40.705049","-73.92784","304"
"3","EAST NEW YORK","14 RENTALS - 4-10 UNIT","3982","36","1","4","2,650","1910","1075000","2025-09-03T00:00:00.000","40.674544","-73.886923","305"
"3","RED HOOK","14 RENTALS - 4-10 UNIT","530","8","2","8","6,300","1925","4850000","2025-09-03T00:00:00.000","40.679907","-74.009893","306"
"3","RED HOOK","29 COMMERCIAL GARAGES","530","9","1","1","537","1931","4850000","2025-09-03T00:00:00.000","40.679696","-74.009388","306"
"3","BATH BEACH","01 ONE FAMILY DWELLINGS","6374","67","1","2","3,240","1925","1100000","2025-09-03T00:00:00.000","40.603803","-73.999103","311"
"3","MADISON","44 CONDO PARKING","7298","1174","1","1",,,"0","2025-09-03T00:00:00.000","40.602887","-73.952086","315"
"3","BRIGHTON BEACH","14 RENTALS - 4-10 UNIT","8709","99","1","6","4,560","1931","0","2025-09-03T00:00:00.000","40.579715","-73.957873","313"
"4","LONG ISLAND CITY","44 CONDO PARKING","34","1301","1","1",,"2010","1565000","2025-09-03T00:00:00.000","40.741582","-73.955779","402"
"4","FLUSHING-NORTH","44 CONDO PARKING","5005","1042","1","1",,,"739000","2025-09-03T00:00:00.000","40.766347","-73.819303","407"
"4","FLUSHING-NORTH","44 CONDO PARKING","5005","1043","1","1",,,"739000","2025-09-03T00:00:00.000","40.766347","-73.819303","407"
"5","NEW DORP","46 CONDO STORE BUILDINGS","3643","1001","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572336","-74.113235","502"
"5","NEW DORP","46 CONDO STORE BUILDINGS","3643","1002","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572336","-74.113235","502"
"5","NEW DORP","43 CONDO OFFICE BUILDINGS","3643","1003","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572336","-74.113235","502"
"5","NEW DORP","46 CONDO STORE BUILDINGS","3643","1004","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572314","-74.113192","502"
"5","NEW DORP","46 CONDO STORE BUILDINGS","3643","1005","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572314","-74.113192","502"
"5","NEW DORP","43 CONDO OFFICE BUILDINGS","3643","1006","1","1",,"2007","3000000","2025-09-03T00:00:00.000","40.572314","-74.113192","502"
"1","MIDTOWN WEST","43 CONDO OFFICE BUILDINGS","1021","1105","1","1",,"1930","6750000","2025-09-04T00:00:00.000","40.761058","-73.98433","105"
"1","MIDTOWN CBD","43 CONDO OFFICE BUILDINGS","1285","1002","1","1",,"1923","43600000","2025-09-04T00:00:00.000",,,
"1","TRIBECA","08 RENTALS - ELEVATOR APARTMENTS","16","195","2","276","356,483","2004","0","2025-09-04T00:00:00.000","40.717238","-74.014852","101"
"1","TRIBECA","08 RENTALS - ELEVATOR APARTMENTS","16","195","2","276","356,483","2004","2337139","2025-09-04T00:00:00.000","40.716593","-74.014787","101"
"1","WASHINGTON HEIGHTS UPPER","08 RENTALS - ELEVATOR APARTMENTS","2170","62","1","130","109,528","2020","15275000","2025-09-04T00:00:00.000","40.856531","-73.932733","112"
"2","MORRISANIA/LONGWOOD","07 RENTALS - WALKUP APARTMENTS","2653","57","1","20","14,364","1911","19625000","2025-09-04T00:00:00.000","40.814648","-73.906248","201"
"2","MORRISANIA/LONGWOOD","07 RENTALS - WALKUP APARTMENTS","2653","65","1","25","20,700","1906","19625000","2025-09-04T00:00:00.000","40.81521","-73.906388","201"
"2","MORRISANIA/LONGWOOD","07 RENTALS - WALKUP APARTMENTS","2653","67","3","31","19,422","1906","19625000","2025-09-04T00:00:00.000","40.815583","-73.905907","201"
"2","MORRISANIA/LONGWOOD","07 RENTALS - WALKUP APARTMENTS","2653","69","2","32","19,002","1906","19625000","2025-09-04T00:00:00.000","40.815564","-73.905806","201"
"2","MORRISANIA/LONGWOOD","07 RENTALS - WALKUP APARTMENTS","2653","71","1","26","18,920","1910","19625000","2025-09-04T00:00:00.000","40.815553","-73.905759","201"
